diary_date,activity_text,source_file,worksheet,unique_to_source,status,all_sources_for_date
2025-05-08,Delap Survey Inspected 8 Properties,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-08,Delap Survey Inspected 8 Properties,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-08,Delap Survey Inspected 8 Properties,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-08,Demolish Fence Site Side of Sump,01. May 2025/1816 - May Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-08,Demolish Fence Site Side of Sump,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-08,Demolish Fence Site Side of Sump,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-08,Demolish Fence Site Side of Sump,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-08,Received Survey,01. May 2025/1816 - May Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-08,Received Survey,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-08,Received Survey,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-08,Received Survey,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,004,False,present in all 4 copies,01. May 2025/1816 - May Daily Reporting.xlsx::004; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::004; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::004
2025-05-09,Completed Demo of Brick Paving,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,005,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::005
2025-05-09,Completed Demo of Brick Paving,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,005,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::005
2025-05-09,Completed Demo of Brick Paving,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,005,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::005
2025-05-09,Delap Survey Inspected 9 Properties,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,005,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::005
2025-05-09,Delap Survey Inspected 9 Properties,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,005,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::005
2025-05-09,Delap Survey Inspected 9 Properties,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,005,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::005
2025-05-09,Ongoing Survice Location,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,005,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::005
2025-05-09,Ongoing Survice Location,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,005,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::005
2025-05-09,Ongoing Survice Location,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,005,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::005; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::005
2025-05-12,Commence Vegetation Strip to basin,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,006,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::006
2025-05-12,Commence Vegetation Strip to basin,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,006,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::006
2025-05-12,Commence Vegetation Strip to basin,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,006,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::006
2025-05-12,Mobilisation of Posi Track,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,006,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::006
2025-05-12,Mobilisation of Posi Track,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,006,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::006
2025-05-12,Mobilisation of Posi Track,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,006,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::006
2025-05-12,Mobilsed Watercart,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,006,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::006
2025-05-12,Mobilsed Watercart,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,006,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::006
2025-05-12,Mobilsed Watercart,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,006,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::006; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::006
2025-05-13,Commence Basin Topsoil Strip,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,007,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::007; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::007; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::007
2025-05-13,Commence Basin Topsoil Strip,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,007,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::007; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::007; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::007
2025-05-13,Commence Basin Topsoil Strip,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,007,False,present in all 3 copies,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::007; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::007; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::007
2025-05-14,Commence General Site Vegetation Strip,01. May 2025/Daily Reports 250514.xlsx,Table 1,False,present in all 4 copies,01. May 2025/Daily Reports 250514.xlsx::Table 1; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::008
2025-05-14,Commence General Site Vegetation Strip,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,008,False,present in all 4 copies,01. May 2025/Daily Reports 250514.xlsx::Table 1; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::008
2025-05-14,Commence General Site Vegetation Strip,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,008,False,present in all 4 copies,01. May 2025/Daily Reports 250514.xlsx::Table 1; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::008
2025-05-14,Commence General Site Vegetation Strip,03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,008,False,present in all 4 copies,01. May 2025/Daily Reports 250514.xlsx::Table 1; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::008
2025-05-14,Complete Basin Topsoil Strip,01. May 2025/Daily Reports 250514.xlsx,Table 1,False,present in all 4 copies,01. May 2025/Daily Reports 250514.xlsx::Table 1; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::008
2025-05-14,Complete Basin Topsoil Strip,01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,008,False,present in all 4 copies,01. May 2025/Daily Reports 250514.xlsx::Table 1; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::008
2025-05-14,Complete Basin Topsoil Strip,02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,008,False,present in all 4 copies,01. May 2025/Daily Reports 250514.xlsx::Table 1; 01. May 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 02. June 2025/archive_1816 - May-July Daily Reporting.xlsx::008; 03. July 2025/archive_1816 - May-July Daily Reporting.xlsx::008
